year,month,CO,NO2,O3,PM10,PM2.5,PSFC,RH,SO2,TEMP,WindSpeed
2015,9,0.8432647058823531,34.431490196078435,56.52472549019608,60.34966666666666,33.86075490196079,95353.41029411767,67.39626470588234,12.938617647058821,294.0038333333334,3.5384509143348777
2015,10,0.9736432637571155,43.489924098671736,48.91506641366224,86.84534155597723,49.07973434535104,95822.87879506643,56.75728652751423,18.452286527514232,289.45327324478177,4.331558836705845
2015,11,1.291980392156863,44.597715686274505,28.30305882352941,88.15889215686273,60.32439215686275,96148.41733333333,69.90438235294117,26.72767647058823,282.71416666666664,4.360756111788976
2015,12,1.5335104364326373,51.20101518026566,24.880056925996207,116.2291081593928,79.01369070208729,96357.27144212523,62.81166034155597,36.43182163187856,277.32919354838714,4.6581196575629535
2016,1,1.378007590132827,46.98715370018976,29.671537001897534,99.8538330170778,65.85347248576852,96339.3118121442,61.46948766603414,37.02829222011386,273.7381309297912,4.601780701337982
2016,2,1.1321906693711965,37.186643002028404,46.48696754563895,87.4893813387424,52.6748580121704,96326.90923935092,54.24835699797159,29.49637931034483,276.70846855983774,4.956405286282859
2016,3,1.0696584440227705,45.47682163187856,53.374506641366224,106.60654648956358,56.389117647058825,95840.33558823528,55.50761859582544,25.113017077798855,283.27725806451616,4.695690012836112
2016,4,0.8738235294117649,38.69733333333333,60.884568627450975,84.63148039215685,40.910892156862744,95196.61812745097,58.16867647058822,16.085176470588237,289.8309019607844,4.234784753039821
2016,5,0.7742599620493359,33.300512333965834,72.27493358633775,74.40988614800756,36.52706831119546,95055.78051233396,58.35495256166983,14.15684060721063,293.1084060721063,4.235561338682369
2016,6,0.7682156862745098,31.240460784313736,70.2828137254902,56.78213725490197,30.227745098039215,94722.47215686274,62.275529411764694,12.321156862745097,297.3675784313726,3.721767657839841
2016,7,0.7478747628083491,27.987352941176468,65.52634724857684,54.30161290322581,30.15789373814042,94625.12878557871,67.07716318785579,11.442476280834912,299.35792220113854,3.903135036747823
2016,8,0.7742694497153702,29.208406072106268,66.36612903225807,53.36710626185959,28.356356736242883,94704.88388045538,66.98964895635675,11.241100569259958,298.7076280834914,3.537575321483058
2016,9,0.8436470588235293,37.41549019607844,62.334833333333336,68.1415882352941,39.540735294117646,95198.47389215686,65.33364705882352,16.7608431372549,294.72949019607836,3.7509060857033703
2016,10,0.9541271347248578,39.41776091081594,41.1057210626186,69.22801707779888,39.843823529411765,95700.15621442127,66.85532258064515,14.40631878557875,289.2928178368122,4.4699056584699814
2016,11,1.2813921568627453,50.24410784313726,32.62369607843138,105.42746078431374,61.074686274509816,96088.71049019608,63.015156862745094,27.199813725490195,282.3307549019608,4.48139009147487
